Population,Sample,LPu15,LPu23,LPu24,LPu25_12,LPu28,MS4,LPu03,LPu09,LPh1,LPh2,LPh3,LPh4,LPh5,LPh6,LPh7,x,y
30,IR1.79a,179,297,239,284,289,238,187,182,225,165,102,202,155,121,147,62.96785782,11.68101529
30,IR1.80a,181,295,239,198,287,238,187,182,223,165,104,202,155,121,150,80.69809977,-2.171367907
30,IR1.81,181,295,239,234,287,194,187,182,229,157,104,212,157,121,150,80.69809977,-26.92136791
30,IR1.82a,177,295,239,238,287,238,187,182,221,157,102,206,165,121,150,75.16882348,-30.79300885
30,IR1.83,179,295,239,198,283,238,187,182,221,157,102,202,161,121,150,80.95391196,-37.68740884
30,IR1.86,187,295,239,284,305,238,187,659,240,161,106,223,141,140,147,86.66199852,-50.63646891
30,IR1.87a,179,295,239,198,285,238,187,182,221,158,104,206,159,121,189,86.13906407,-56.61363709
30,IR1.88,177,295,239,198,299,194,187,182,215,161,102,223,143,140,147,67.10660054,-65.48862059
30,IR1.89a,179,295,239,214,311,238,185,182,219,157,102,208,159,121,150,75.94310146,-69.60914864
30,IR1.90a,177,295,239,198,299,194,187,182,233,161,102,225,141,140,147,66.39715992,-79.15509019
30,IR1.91a,181,295,239,250,307,238,187,182,219,157,102,206,157,121,150,71.56795991,-83.49390655
30,IR1.92a,183,295,239,204,287,194,187,182,223,165,102,204,155,121,150,74.1729288,-80.7963823
30,IR1.93a,177,295,239,198,299,194,187,182,235,161,102,223,141,140,147,76.0160209,-79.50583532
30,IR1.94a,183,295,239,204,287,194,187,182,223,165,102,202,155,121,150,78.83509876,-78.47977489
30,IR1.95a,177,295,239,214,281,194,185,182,225,157,102,202,163,121,150,89.03106136,-83.23423034
30,IR1.96a,185,297,239,218,287,238,187,182,219,157,102,210,157,121,150,94.87673284,-86.60923034
30,IR1.97a,183,295,239,204,287,194,187,182,223,165,102,204,155,121,150,98.1243281,-88.48423034
30,IR1.98,167,295,239,200,287,238,185,182,221,165,102,202,169,121,176,98.1243281,-101.9842303
30,IR1.99,181,295,239,200,287,194,185,182,223,165,102,202,155,121,150,108.5166329,-107.9842303
30,IR1.100a,177,295,239,214,281,194,185,182,225,157,102,202,163,121,150,303.3723488,-220.4842303
30,IR1.101,177,295,239,214,281,194,185,182,225,157,102,202,163,121,150,309.4399763,-224.8926197
30,IR1.102a,163,295,239,286,313,238,187,182,221,165,102,204,157,121,150,309.4399763,-258.6426197
30,IR1.103a,163,295,239,286,313,238,189,182,221,165,102,204,157,121,150,326.3274716,-268.3926197
30,IR1.104,177,295,239,214,281,194,185,182,227,157,102,202,163,121,150,328.9255478,-269.8926197
30,IR1.105a,177,295,239,214,281,194,185,182,235,157,102,202,167,121,150,352.9577528,-283.7676197
30,IR1.106a,177,295,239,204,281,238,185,182,223,165,102,202,155,121,150,358.2077528,-283.7676197
31,ISA1.01a,177,297,239,214,299,238,187,182,225,161,101,214,143,133,163,0,0
31,ISA1.01b,181,295,239,286,307,238,187,182,225,155,101,199,138,154,157,0,0
31,ISA1.01c,181,295,239,286,307,238,187,182,225,155,101,199,138,154,157,0,0
31,ISA1.02a,179,297,239,218,285,238,187,182,223,155,101,223,138,154,157,-1.931851653,0.51763809
31,ISA1.02b,179,297,239,246,322,238,185,182,227,161,101,216,138,127,163,-1.931851653,0.51763809
31,ISA1.02c,177,297,239,214,299,238,187,182,225,161,101,216,143,133,147,-1.931851653,0.51763809
31,ISA1.03a,181,297,239,200,317,238,187,182,227,162,99,218,141,133,167,-5.146841,9.350748726
31,ISA1.03b,181,297,239,200,317,238,187,182,227,162,99,218,141,133,167,-5.146841,9.350748726
31,ISA1.03c,179,297,239,194,324,194,187,182,207,161,101,216,138,133,157,-5.146841,9.350748726
31,ISA1.04a,181,312,239,212,307,238,185,182,244,161,101,222,138,137,157,1.153159,20.26266881
31,ISA1.04c,177,297,239,214,307,238,187,182,225,161,101,220,143,133,154,1.153159,20.26266881
31,ISA1.05a,179,297,239,194,324,194,187,182,207,161,101,216,138,133,157,13.36612358,34.81751323
31,ISA1.05b,179,295,239,286,299,238,187,182,231,161,101,212,138,133,157,13.36612358,34.81751323
31,ISA1.05c,181,295,239,219,319,238,185,182,223,161,104,214,143,133,163,13.36612358,34.81751323
31,ISA1.06a,181,295,239,219,319,238,185,182,223,161,104,214,143,133,163,-0.422676392,23.24733626
31,ISA1.06b,181,295,239,200,287,238,187,182,223,161,101,216,138,160,167,-0.422676392,23.24733626
31,ISA1.06c,181,295,239,200,287,238,187,182,221,161,101,214,138,160,167,-0.422676392,23.24733626
31,ISA1.07a,181,295,239,200,287,238,187,182,223,155,101,223,138,140,157,11.57732361,23.24733626
31,ISA1.07b,179,297,239,194,324,194,187,182,207,161,101,218,138,137,160,11.57732361,23.24733626
31,ISA1.07c,181,295,239,200,287,238,187,182,223,155,101,223,138,140,157,11.57732361,23.24733626
31,ISA1.08a,179,297,239,218,285,238,187,182,223,155,101,223,138,140,157,16.99376625,24.20240124
31,ISA1.08b,179,297,239,218,285,238,187,182,223,155,101,223,138,140,157,16.99376625,24.20240124
31,ISA1.08c,181,295,239,200,287,238,187,182,221,161,101,214,138,160,167,16.99376625,24.20240124
31,ISA1.09a,179,297,239,194,324,194,187,182,207,161,101,218,138,137,160,16.99376625,-20.79759876
31,ISA1.09b,177,297,239,214,299,238,187,182,229,161,101,214,143,133,163,16.99376625,-20.79759876
31,ISA1.09c,179,297,239,194,324,194,187,182,207,161,101,218,138,137,160,16.99376625,-20.79759876
31,ISA1.10a,179,297,239,194,324,194,187,182,207,161,101,218,138,137,160,-21.30845591,-52.93697925
31,ISA1.10b,179,297,239,194,324,194,187,182,207,161,101,218,138,137,160,-21.30845591,-52.93697925
31,ISA1.10c,179,297,239,194,324,194,187,182,207,161,101,218,138,137,160,-21.30845591,-52.93697925
31,ISA1.11b,177,297,239,214,299,238,187,182,227,161,101,218,143,124,150,-168.5327745,-137.9369792
31,ISA1.11c,177,297,239,214,299,238,187,182,227,161,101,216,143,133,163,-168.5327745,-137.9369792
31,ISA1.12a,181,295,239,200,287,238,187,182,223,161,101,216,138,160,167,-116.5712503,-167.9369792
31,ISA1.12b,177,295,239,220,293,238,187,182,221,161,101,220,138,140,163,-116.5712503,-167.9369792
31,ISA1.12c,179,295,239,321,299,238,187,173,221,155,104,225,138,137,140,-116.5712503,-167.9369792
31,ISA1.13a,177,297,239,214,299,238,187,182,225,161,101,216,143,140,163,-116.5712503,-327.9369792
31,ISA1.13b,177,297,239,214,299,238,187,182,225,161,101,216,143,140,163,-116.5712503,-327.9369792
31,ISA1.13c,177,297,239,214,299,238,187,182,225,161,101,216,143,140,163,-116.5712503,-327.9369792
31,ISA1.14a,179,297,239,246,322,238,185,182,229,161,101,214,138,127,163,21.99281428,-407.9369792
31,ISA1.14b,179,297,239,218,285,238,187,182,229,167,101,206,146,127,160,21.99281428,-407.9369792
31,ISA1.14c,177,297,239,214,299,238,187,182,225,152,101,222,143,133,163,21.99281428,-407.9369792
31,ISA1.15a,197,295,239,286,299,238,187,182,221,161,101,220,138,140,157,21.99281428,-359.9369792
31,ISA1.15b,195,295,239,286,301,238,187,182,221,157,101,191,138,140,157,21.99281428,-359.9369792
31,ISA1.15c,197,295,239,286,299,238,187,182,221,161,101,220,138,140,157,21.99281428,-359.9369792
31,ISA1.16a,181,312,239,212,307,238,185,182,240,161,101,222,138,137,157,21.99281428,-209.9369792
31,ISA1.16b,179,297,239,244,322,238,185,182,227,161,101,212,136,127,163,21.99281428,-209.9369792
31,ISA1.16c,179,297,239,244,322,238,185,182,227,161,101,212,136,127,163,21.99281428,-209.9369792
31,ISA1.17c,181,295,239,286,307,238,187,182,225,155,101,199,138,140,157,-6.932628153,-175.4649793
31,ISA1.18a,181,295,239,200,287,238,187,182,221,161,101,218,138,160,163,25.20675233,-137.1627572
31,ISA1.18b,181,295,239,200,287,238,187,182,221,161,101,218,138,160,163,25.20675233,-137.1627572
31,ISA1.18c,179,297,239,218,285,238,187,182,223,155,101,223,138,140,157,25.20675233,-137.1627572
31,ISA1.19a,179,297,239,238,315,238,187,182,225,155,101,210,141,154,157,129.1298008,-77.16275715
31,ISA1.19b,179,297,239,218,285,238,187,182,223,155,101,223,138,140,157,129.1298008,-77.16275715
31,ISA1.19c,177,295,239,286,287,238,187,182,229,155,101,201,143,127,167,129.1298008,-77.16275715
31,ISA1.20a,177,295,239,200,291,238,187,182,227,161,101,212,138,130,157,-0.774009782,-2.162757153
31,ISA1.20b,179,297,239,218,285,238,187,182,223,155,101,223,138,140,157,-0.774009782,-2.162757153
31,ISA1.20c,179,297,239,218,285,238,187,182,223,155,101,223,138,140,157,-0.774009782,-2.162757153
32,KB2.01a,175,295,239,238,283,238,187,182,227,162,101,218,138,133,157,0,0
32,KB2.02a,179,295,239,238,283,238,187,182,219,158,101,220,141,140,147,0,1
32,KB2.03a,177,295,239,238,313,238,187,767,233,162,101,225,141,137,147,-14.7721163,-1.604722665
32,KB2.04a,181,295,239,238,287,238,187,182,240,161,101,212,138,130,123,-2.801411279,-34.49396439
32,KB2.06a,179,295,239,238,283,238,187,182,219,158,101,220,141,140,147,-24.30141128,-11.11127849
32,KB2.07a,179,297,239,187,315,238,187,182,233,167,101,233,138,137,147,-23.61204585,-10.98972477
32,KB2.08a,175,295,239,284,307,182,187,182,221,158,101,216,143,140,147,-47.10436137,-2.439221183
32,KB2.09a,177,297,239,284,307,194,187,182,283,167,101,218,138,137,140,-53.68220972,-0.04508018
32,KB2.10a,175,295,239,201,285,194,187,191,227,152,101,212,138,133,147,-53.33491336,1.924535326
32,KB2.11a,177,295,239,238,313,238,187,776,221,162,101,225,141,137,147,-14.36377019,-20.57546467
32,KB2.12a,175,295,239,284,307,182,187,182,221,158,101,216,143,140,147,-29.36377019,5.40529744
32,KB2.13a,175,295,239,284,307,182,187,182,221,158,101,216,143,140,147,-29.36377019,10.40529744
32,KB2.14a,181,295,239,238,287,238,187,182,240,167,101,212,138,140,123,-24.23346804,-3.690091872
32,KB2.15a,175,295,239,284,285,194,187,191,233,162,102,210,143,127,140,-11.24308698,-11.19009187
32,KB2.16a,177,297,239,198,285,238,187,191,231,165,101,208,138,137,147,-16.71540928,-26.2251738
32,KB2.17a,185,295,239,196,309,238,185,182,235,167,101,231,138,140,130,-16.19446474,-29.17959706
32,KB2.18a,177,297,239,284,307,194,187,182,248,167,101,218,138,137,140,-16.19446474,-29.17959706
32,KB2.19a,175,297,239,196,307,194,185,848,219,158,101,202,141,140,147,-15.20965699,-29.00594889
32,KB2.20a,175,295,239,185,307,184,187,822,227,157,101,231,138,137,147,-15.43947032,-28.8131126
32,KB2.21a,177,297,239,284,307,194,187,182,252,167,101,218,138,137,140,-21.43947032,-18.42080776
32,KB2.22a,177,297,239,284,307,194,187,182,254,167,101,218,138,137,140,-22.08225793,-19.1868522
32,KB2.23a,177,297,239,284,307,194,187,182,252,167,101,218,138,137,140,-22.16908202,-19.67925608
32,KB2.24a,179,295,239,282,309,238,187,182,237,158,101,222,138,133,147,12.29918933,-25.7569423
32,KB2.25a,175,295,239,282,285,194,187,191,237,157,102,210,143,127,140,28.36887957,-6.605831217
32,KB2.26a,175,295,239,284,285,194,187,191,237,157,102,210,143,127,140,30.33849508,-6.258534862
32,KB2.27a,175,295,239,284,285,194,187,191,237,157,102,210,143,127,140,31.83849508,-3.660458651
32,KB2.28a,175,295,239,284,285,194,187,191,237,157,102,210,143,127,140,46.83849508,22.32030346
33,KV.01a,185,295,239,230,289,238,187,182,223,157,104,208,155,121,189,0,0
33,KV.02a,197,295,239,214,313,238,187,182,219,157,110,206,169,121,191,-25,0
33,KV.03a,177,297,239,214,287,194,187,182,219,157,104,202,171,121,191,-94,43
33,KV.04a,179,295,239,196,287,194,187,182,219,157,106,208,165,121,191,-270,170
33,KV.05a,179,295,239,222,303,238,187,182,233,157,102,202,159,121,157,-432,250
33,KV.06a,197,295,239,214,313,238,187,182,219,157,110,204,169,121,191,-1231,532
33,KV.08a,193,297,239,248,313,238,187,182,227,162,102,222,138,137,143,-1221,532
33,KV.09a,185,295,239,230,289,238,187,182,227,157,104,210,155,121,191,-1881,-495
33,KV.10a,175,295,239,198,315,238,187,182,225,157,104,206,169,124,173,-1861,-503
33,KV.14a,175,295,239,200,295,238,185,182,223,157,104,204,171,121,191,-1774.38,-477
33,KV.16a,185,295,239,218,287,238,187,182,231,167,102,208,152,121,207,-1818.69,-479.61
33,KV.17a,179,295,239,198,307,238,187,182,221,157,104,204,167,137,191,-1822.52,-482.82
33,KV.19a,181,295,239,196,287,184,187,182,248,157,101,218,138,127,150,224,-5911
33,KV.21a,177,295,239,214,295,238,185,191,227,155,101,214,138,133,163,4054,-8055
33,KV.22a,177,295,239,238,307,238,187,569,223,157,104,204,171,121,176,4280,-8111
33,KV.23a,179,295,239,198,319,238,187,182,227,150,101,229,138,137,147,4276.58,-8120.4
33,KV.25a,175,295,239,196,293,238,187,182,223,157,104,208,171,121,191,5717,-9470
33,KV.26a,177,295,239,214,295,238,185,191,227,155,101,216,138,133,163,5717,-9470
33,KV.27a,177,295,239,214,295,238,185,191,227,155,101,216,138,133,163,5713.58,-9479.4
33,KV.28a,179,295,239,198,315,238,187,182,221,157,104,206,165,121,198,5710.16,-9488.8
33,KV.29a,177,295,239,214,295,238,185,191,227,155,101,216,138,133,163,5706.74,-9498.2
33,KV.50(KV.30),199,295,239,214,311,238,187,182,219,157,110,206,171,121,191,-1859.26,-506.39
34,LTA.01,165,312,239,226,276,238,187,182,219,168,102,197,138,121,150,0,0
34,LTA.02,165,312,239,254,270,184,187,200,219,157,102,204,167,121,150,-1.25,-2.16506351
34,LTA.03,165,312,239,226,276,238,187,182,219,168,102,197,138,121,150,-1.684120444,0.29695587
34,LTA.04,163,312,239,226,270,184,191,209,235,167,102,202,163,121,150,-1.784120444,0.12375079
34,LTA.05,165,314,239,234,270,238,187,209,225,157,106,204,167,121,189,106,63
34,LTA.06,165,314,239,234,270,238,187,209,223,157,106,204,169,121,189,112,73.39230485
34,LTA.09,167,312,239,234,270,184,187,209,221,157,102,204,163,121,150,129.5244432,98.23035389
34,LTA.10,165,312,239,258,276,238,187,407,227,157,104,204,163,121,191,133.2866647,108.5669727
34,LTA.11,167,312,239,234,270,184,187,209,219,157,102,204,163,121,150,143.6789696,102.5669727
34,LTA.12,157,312,239,270,272,184,187,182,223,157,104,204,175,121,191,122.0283345,90.06697272
34,LTA.13,167,312,239,226,270,233,187,209,231,157,102,202,148,121,150,140.8221869,96.90737558
34,LTA.14,167,312,239,226,270,184,187,209,231,165,104,197,155,121,157,162.472822,109.4073756
34,LTA.15,187,312,239,218,270,184,187,209,217,168,104,212,157,127,201,153.472822,93.81891832
34,LTA.16,165,312,239,226,270,238,189,209,231,165,104,197,155,121,198,179.4535841,108.8189183
34,LTA.17,167,312,239,234,270,184,187,209,219,157,102,204,163,121,150,204.4535841,108.8189183
34,LTA.18,157,312,239,232,276,233,187,209,231,165,104,187,157,121,163,217.3093363,124.1398072
34,LTA.19,163,312,239,194,270,184,187,209,219,157,104,202,169,121,195,315,67
34,LTA.20,157,312,239,244,270,184,187,209,219,157,104,199,175,121,191,315,95.19077862
34,LTA.21,163,312,239,228,270,184,189,209,219,157,102,202,165,124,150,347.1393805,133.4930008
34,LTA.22,157,312,239,232,270,223,187,209,219,157,102,204,165,127,173,347.1393805,138.4930008
34,LTA.23,157,312,239,232,270,223,187,209,219,157,102,204,165,127,173,322.1393805,138.4930008
34,LTA.24,173,312,239,230,270,233,187,209,221,157,104,202,161,121,150,322.1393805,188.4930008
34,LTA.25,163,312,239,234,270,184,189,209,219,157,106,204,175,121,191,326.1393805,195.421204
34,LTA.26,167,312,239,286,270,184,191,416,219,157,104,204,163,124,191,326.1393805,207.421204
34,LTA.27,165,312,239,224,270,184,187,200,221,157,104,202,169,121,191,326.1393805,232.421204
34,LTA.28,163,312,239,222,276,243,189,209,208,157,104,202,171,121,195,227.6586052,215.0563862
34,LTA.29,167,312,239,234,270,184,187,209,219,157,102,204,163,121,150,99.10108325,61.84749762
34,LTA.30,157,312,239,234,274,184,189,200,219,165,102,204,157,121,201,45.47797223,16.85236494
34,LTA.31,157,312,239,232,276,233,187,209,221,158,106,202,167,121,179,50.60827438,2.75697563
34,LTA.32,181,312,239,224,276,238,187,209,225,157,104,204,175,121,198,77.96988584,77.93238529
34,LTA.33,163,312,239,236,262,184,187,425,219,165,102,202,159,127,150,40.87553735,18.56901856
35,MKA.01,181,295,239,187,307,238,187,191,242,165,101,227,138,137,150,0,0
35,MKA.02,177,295,239,240,309,238,187,200,221,158,101,218,150,127,157,-3.472963553,-19.69615506
35,MKA.03,177,295,239,244,313,238,187,191,242,165,101,208,141,144,147,-78.47296355,110.2076555
35,MKA.04,177,295,239,284,285,184,187,344,229,158,101,191,134,127,160,-98.47296355,110.2076555
35,MKA.04a,179,297,239,234,285,194,187,182,233,165,101,214,138,137,160,-90.97296355,123.1980366
35,MKA.06,179,297,239,234,285,194,187,182,233,165,101,214,138,137,160,-85.86710456,129.6105693
35,MKA.07,187,295,239,240,307,194,187,191,242,158,101,231,138,140,147,-86.21440091,127.6409538
35,MKA.08,163,312,239,232,270,184,187,200,225,161,101,222,138,133,163,-86.73534544,124.6865305
35,MKA.09,177,297,239,238,307,238,187,182,227,158,101,216,136,127,157,-89.79952322,127.2576809
35,MKA.10,163,312,239,234,268,184,187,209,221,157,104,204,173,121,195,-90.09952322,127.2576809
35,MKA.11,175,297,239,216,307,238,187,182,237,157,101,208,138,137,147,-87.49480055,112.4855647
35,MKA.12,177,295,239,236,287,238,187,182,237,161,101,208,138,137,147,-84.89007789,97.71344836
35,MKA.14,167,312,239,242,270,184,187,209,242,161,101,227,138,137,147,-84.19548518,93.77421735
35,MKA.15,181,295,239,288,311,238,187,200,237,150,99,197,143,124,143,-83.15359611,87.86537083
35,MKA.16,181,295,239,288,311,238,187,200,237,150,99,197,143,124,143,-85.15359611,87.86537083
35,MKA.17,181,295,239,198,283,194,187,182,229,161,101,216,138,164,147,-65.15359611,87.86537083
35,MKA.18,175,295,239,214,311,184,187,191,237,157,101,212,138,137,147,-61.2143651,88.55996354
35,MKA.19,181,295,239,288,311,238,187,200,237,150,99,197,143,124,143,-41.2143651,88.55996354
35,MKA.20,157,312,239,232,270,184,187,209,225,157,104,202,157,121,191,-36.2143651,88.55996354
36,MKB.01,181,295,239,218,295,194,187,182,225,158,99,218,150,127,157,0,0
36,MKB.02,175,297,239,240,295,184,187,182,229,170,101,208,138,137,147,-8.550503583,-23.49231552
36,MKB.03,177,295,239,260,293,238,187,182,237,158,101,227,138,137,147,14.94181194,-14.94181194
36,MKB.04,181,295,239,187,319,238,187,191,242,172,101,218,141,137,154,14.94181194,-64.94181194
36,MKB.05,177,295,239,230,307,238,187,182,244,157,101,223,141,137,147,18.77203415,-61.72787389
36,MKB.06,185,295,239,238,287,238,187,182,235,167,101,206,138,137,136,-2.878600943,-74.22787389
36,MKB.07,177,295,239,187,307,238,187,182,225,158,101,216,141,137,150,-9.006956487,-69.08557301
36,MKB.08,163,312,239,224,270,184,187,200,219,167,102,206,157,121,204,-1.212727853,-64.58557301
36,MKB.09,181,295,239,220,295,194,187,182,225,158,99,218,150,127,157,3.029912834,-60.34293232
36,MKB.10,155,297,239,240,295,184,187,182,229,157,102,214,141,137,147,3.029912834,-54.34293232
36,MKB.11,181,295,239,200,279,238,187,200,237,165,101,216,141,140,157,-0.970087166,-61.27113555
36,MKB.12,177,295,239,214,313,238,187,182,233,165,101,223,138,137,136,-5.894125931,-60.40289467
36,MKB.13,177,297,239,230,283,194,187,182,225,158,90,216,155,130,143,-8.972307221,-51.94566108
36,MKB.14,175,297,239,240,295,184,187,182,240,162,101,210,138,137,147,-13.30243424,-49.44566108
36,MKB.15,177,295,239,187,283,238,187,182,227,158,101,220,141,137,154,-11.21865611,-37.62796804
36,MKB.16,181,295,239,218,307,194,187,182,227,158,99,216,152,127,157,-22.05154139,-35.71783809
36,MKB.18,177,295,239,214,317,238,187,182,225,165,101,225,138,137,154,-11.21865611,-33.80770813
36,MKB.19,177,295,239,236,285,238,187,191,231,167,101,231,138,137,147,-8.718656108,-29.47758111
36,MKB.20,175,295,239,240,293,238,187,182,229,158,101,218,150,121,154,-4.779425096,-30.17217383
36,MKB.21,175,295,239,250,307,184,187,182,235,157,101,223,138,137,147,-1.825001837,-30.69311836
36,MKB.22,181,295,239,200,287,184,187,182,231,158,99,210,150,127,157,-1.825001837,-13.69311836
36,MKB.23,177,297,239,218,283,194,187,182,248,165,102,223,138,137,147,-9.342542803,-16.4292795
36,MKB.24,177,297,239,218,283,194,187,182,242,165,102,216,138,144,147,-13.67266982,-13.9292795
36,MKB.25,175,297,239,218,295,184,187,182,225,158,101,216,155,127,157,-13.67266982,-5.929279505
36,MKB.27,177,295,239,232,313,238,187,191,240,165,101,231,138,137,136,7.010530142,8.854835518
36,MKB.28,177,295,239,214,287,238,187,191,244,140,102,227,138,140,157,7.010530142,20.85483552
36,MKB.29,175,295,239,240,295,184,187,182,227,150,101,199,148,127,157,15.87379992,19.29200192
36,MKB.30,177,297,239,218,283,194,187,182,242,165,102,216,138,144,147,15.87379992,49.29200192
36,MKB.31,181,297,239,198,287,184,187,191,242,157,101,218,138,137,160,14.14174911,50.29200192
37,MKD.02,177,297,239,214,297,238,185,182,223,158,101,218,152,127,157,-4.341204442,-24.62019383
37,MKD.03,177,297,239,214,297,238,185,182,223,158,101,218,152,127,157,-3.841204442,-25.48621923
37,MKD.04,181,295,239,286,317,184,187,182,219,165,101,227,138,137,147,-2.975179038,-24.98621923
37,MKD.05,175,295,239,218,287,184,187,182,227,148,101,229,138,133,147,-28.68668343,-55.62799695
37,MKD.06,181,295,239,286,317,184,187,182,219,165,101,227,146,137,147,-33.68668343,-46.96774292
37,MKD.07,181,295,239,286,317,184,187,182,219,165,101,227,146,137,147,-39.74886125,-43.46774292
37,MKD.09,175,295,239,218,287,184,187,182,227,148,101,229,138,133,147,-50.08526811,-28.03784526
37,MKD.10,177,295,239,234,313,238,187,191,233,165,101,222,138,137,147,-52.82142925,-20.52030429
37,MKD.11,181,295,239,286,317,184,187,182,219,165,101,227,165,137,147,-62.82142925,-3.199796215
37,MKD.12,177,295,239,236,313,238,187,191,233,165,101,222,138,137,147,-66.65165147,0.014141833
37,MKD.13,177,295,239,234,313,238,187,182,229,158,101,216,138,133,157,-73.07952757,7.674586264
37,MKD.14,177,295,239,214,317,238,187,182,242,165,101,225,138,137,160,-53.07952757,7.674586264
37,MKD.15,181,295,239,187,307,238,187,191,231,172,101,218,141,140,147,-65.93527976,22.99547513
37,MKD.16,181,295,239,286,317,184,187,182,219,165,101,227,146,137,147,-65.93527976,23.99547513
37,MKD.17,177,297,239,214,297,238,185,182,223,158,99,218,152,127,157,-65.93527976,24.19547513
37,MKD.18,175,297,239,238,293,238,187,182,225,157,99,222,152,133,157,-55.976702,15.8392362
37,MKD.20,181,295,239,286,317,184,187,182,219,165,101,227,146,137,147,-52.33488785,-6.043735291
37,MKD.21,181,295,239,286,317,184,187,182,219,165,101,227,146,137,147,-52.01349405,-6.426757513
37,MKD.23,177,295,239,234,313,238,187,191,233,165,101,222,138,137,147,-51.69210025,-6.809779734
37,MKD.24,177,295,239,234,313,238,187,191,233,165,101,222,138,137,147,-54.26325068,-9.873957507
38,MO1.01a,179,295,229,254,270,238,185,209,219,165,102,202,157,121,147,0,0
38,MO1.02,173,312,239,224,270,184,187,209,219,157,102,202,155,127,150,-25,-4.59E-15
38,MO1.03,165,295,229,290,317,238,187,173,219,165,102,191,155,121,150,-51,-9.37E-15
38,MO1.04,173,312,239,224,270,184,187,209,219,157,102,202,155,127,150,-78,-1.43E-14
38,MO1.05,157,297,229,226,309,238,187,209,219,165,102,202,157,121,157,-106,-1.95E-14
38,MO1.08a,163,297,229,224,313,194,187,182,219,165,102,202,150,121,154,-165,-3.03E-14
38,MO1.11,163,297,239,224,287,238,187,173,229,167,102,202,148,121,136,-264,-4.85E-14
38,MO1.13,159,312,239,230,270,233,189,209,231,165,102,204,155,121,147,-344,-6.32E-14
38,MO1.14,159,312,239,226,270,184,187,182,227,165,102,204,155,121,150,-390,-7.17E-14
38,MO1.15,163,297,229,224,313,194,187,182,221,161,102,202,155,121,154,-437,-8.03E-14
38,MO1.16,163,295,229,255,311,238,187,209,221,155,102,202,155,121,157,-507,-9.32E-14
38,MO1.19,163,297,229,228,317,238,187,173,219,167,102,199,150,121,198,-652,-1.20E-13
38,MO1.20,163,297,229,224,313,194,187,182,221,161,102,202,155,121,154,-732,-1.35E-13
38,MO1.21,163,297,229,228,319,238,187,173,219,167,102,199,150,121,198,-822,-1.51E-13
38,MO1.23,163,297,229,224,311,238,185,191,221,165,102,202,157,121,150,-1213,-2.23E-13
39,MOE.01,157,312,239,242,274,238,189,362,219,158,104,204,161,121,150,0,0
39,MOE.02,163,312,239,226,270,238,187,209,221,165,102,204,161,121,198,-51.96152423,30
39,MOE.03,163,312,239,226,270,238,187,209,221,165,102,204,161,121,198,-52.39453693,30.25
39,MOE.04,163,312,239,226,270,238,187,209,221,165,102,204,161,121,198,-57.59068935,27.25
39,MOE.06,163,312,239,228,270,184,187,425,223,165,104,202,163,121,150,-121.1330557,65.26303021
39,MOE.09,165,312,239,222,270,184,187,461,225,157,102,206,163,127,150,-178.5863889,113.4721009
39,MOE.11,163,312,239,236,276,238,187,218,235,167,102,202,141,121,150,-179.7974952,109.5176777
39,MOE.12,165,312,239,226,270,184,187,209,231,165,102,201,180,121,150,-182.3955714,108.0176777
39,MOE.13,163,312,239,248,270,184,187,425,229,162,110,206,155,121,195,-183.763652,104.2589072
39,MOE.14,155,312,239,234,270,184,187,209,223,158,102,210,169,121,150,-183.863652,104.0857021
39,MOE.15,157,312,239,236,262,238,187,488,225,157,102,210,163,121,150,-184.0004601,104.4615792
39,MOE.16,165,312,239,224,270,184,189,182,227,155,102,204,157,121,150,-183.7706467,104.2687429
39,MOE.17,157,312,239,232,262,184,187,209,231,167,104,199,167,121,150,-180.7706467,99.07259046
39,MOE.19,173,312,239,258,270,184,191,182,231,162,108,206,157,121,195,-177.5663648,97.57840927
39,MOE.20,163,312,239,236,270,184,187,209,231,165,102,202,161,121,150,-175.0663648,97.57840927
39,MOE.21,167,312,239,230,270,233,187,182,229,165,104,199,161,121,130,-173.0663648,97.57840927
39,MOE.22,157,312,239,232,262,184,187,209,231,167,104,199,167,121,150,-175.6710875,82.80629297
39,MOE.23,157,312,239,232,262,184,187,209,231,167,104,199,167,121,150,-180.0012145,85.30629297
40,MOH.01,187,297,239,284,283,238,187,182,223,165,101,174,141,124,154,0,0
40,MOH.02,183,297,239,228,307,238,187,182,244,161,101,227,138,137,147,-17.10100717,46.98463104
40,MOH.03,183,297,239,218,283,238,187,191,244,168,101,218,138,140,154,-20.60100717,53.04680887
40,MOH.04,181,295,239,187,287,238,187,182,242,167,101,222,138,137,143,-30.24282131,41.55614222
40,MOH.05,181,297,239,284,309,194,187,182,244,167,101,223,138,137,136,-34.24282131,41.55614222
40,MOH.06,181,295,239,187,287,238,187,182,242,167,101,222,138,137,143,-34.62849388,42.01576888
40,MOH.07,179,297,239,194,319,238,187,191,237,168,101,229,138,137,147,-39.8246463,39.01576888
40,MOH.09,179,297,239,198,283,184,187,182,244,167,101,222,141,137,147,-40.80945405,27.18941706
40,MOH.10,177,295,239,198,309,194,187,182,237,157,101,214,138,137,147,-1.838310883,4.689417063
40,MOH.11,181,295,239,198,283,238,187,191,246,162,101,223,141,133,160,2.661202385,-0.672894039
40,MOH.14,177,295,239,286,315,238,187,182,211,165,101,225,138,137,147,-6.836604319,-11.16704558
